gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
HSF2BP	878395	518	73	50738667	13624464	0	21	11	0	1	14	25940481	9.991602e-01	1
FRMD4B	222480	432	12	157449789	41496462	0	65	16	0	2	43	85339821	9.991618e-01	1
CRYBB3	247839	525	-31	32399640	8473752	0	23	6	0	0	6	8473752	9.991626e-01	1
TSPAN12	106040	717	3	46834095	12108327	0	33	10	0	0	10	12108327	9.991637e-01	1
ZNF93	525535	761	-55	93938187	22887438	0	132	28	0	0	28	22887438	9.991638e-01	1
VTA1	169555	426	-15	47145630	12295248	0	29	8	0	0	8	12295248	9.991640e-01	1
KCNK12	791803	516	25	59586261	21225918	0	15	8	0	0	8	21225918	9.991641e-01	1
MDK	817153	212	45	22056678	5794551	0	7	2	0	0	2	5794551	9.991666e-01	1
CMTM4	790767	145	9	34850382	10197579	0	13	6	0	2	66	83366766	9.991696e-01	1
ADAM17	691902	278	38	127542429	31153500	0	43	15	0	6	70	162434349	9.991714e-01	1
C3orf31	229249	423	35	48246387	12627552	0	15	6	0	16	214	402233223	9.991728e-01	1
ZNF391	143920	645	19	53978631	13437543	0	42	12	0	1	27	28515837	9.991731e-01	1
RFC2	997452	202	51	54269397	14704452	0	22	6	0	6	64	107936493	9.991734e-01	1
FAM47C	71087	NaN	-10	145694535	48080235	0	304	92	0	0	92	48080235	9.991736e-01	1
FAM190A	104011	1180	-4	134894655	37633428	0	109	27	0	2	79	83740608	9.991746e-01	1
TRIP10	736129	272	27	83761377	21662067	0	58	17	0	0	17	21662067	9.991753e-01	1
C11orf31	921177	497	8	18152106	5586861	0	4	2	0	8	85	122640945	9.991754e-01	1
MSC	25834	905	6	29138907	9802968	0	36	13	0	2	63	37446507	9.991761e-01	1
CXXC5	659730	244	42	46107180	14517531	0	39	16	0	0	16	14517531	9.991782e-01	1
PTX3	NaN	NaN	NaN	55079388	16822890	0	36	15	0	2	56	66793104	9.991782e-01	1
ST18	155128	793	-15	158945157	41932611	0	196	49	0	0	49	41932611	9.991800e-01	1
VWC2	53908	941	-13	47602548	13894461	0	52	14	0	2	120	87977484	9.991818e-01	1
RBM22	1107515	211	54	63740061	17445960	0	40	12	0	9	134	168374283	9.991830e-01	1
SH3RF3	266032	464	13	109805703	36553440	0	88	31	0	5	92	105631134	9.991835e-01	1
XAGE3	476232	NaN	26	17549805	4506873	0	15	7	0	2	14	11277567	9.991873e-01	1
MCF2L	789438	285	25	182808738	51465582	0	1	0	0	0	0	51465582	9.991877e-01	1
NOC4L	608356	528	26	77198373	23178204	0	44	14	0	1	36	54456318	9.991878e-01	1
TAS2R16	54952	972	-23	42784140	12046020	0	47	13	0	5	266	182393358	9.991884e-01	1
RAB40AL	208589	NaN	36	40021863	12253710	0	24	12	0	1	16	19107480	9.991884e-01	1
CCNY	158899	591	2	52275573	13894461	0	18	4	0	2	35	67457712	9.991885e-01	1
CMPK2	41287	1132	-4	63906213	21205149	0	43	18	0	2	50	57322440	9.991911e-01	1
PTDSS1	219234	671	13	73397646	18318258	0	48	19	0	5	92	110075700	9.991916e-01	1
NAMPT	246330	370	27	75038397	19419015	0	26	7	0	3	41	71320746	9.991933e-01	1
NUDT13	539834	354	40	53459406	14517531	0	23	8	0	6	106	137303859	9.991940e-01	1
ITPRIPL1	904852	213	43	82473699	24071271	0	44	22	0	1	31	38028039	9.991947e-01	1
PRIM1	2637730	154	47	66855411	14953680	0	23	6	0	1	14	28474299	9.991959e-01	1
RPS4X	374992	NaN	53	39897249	11194491	0	1	0	0	0	0	11194491	9.991987e-01	1
DCTN3	731413	298	51	33645780	8972208	0	11	6	0	5	36	62016234	9.992010e-01	1
DEFB124	605825	450	-76	10716804	2990736	0	2	6	0	3	23	23032821	9.992023e-01	1
CRELD1	950574	170	54	74166099	19356708	0	36	14	0	4	74	104841912	9.992031e-01	1
HBS1L	152992	353	26	175643433	48287925	0	57	14	0	1	28	76305306	9.992064e-01	1
FAM160A1	NaN	NaN	NaN	153752907	43324134	0	56	15	0	1	28	66502338	9.992069e-01	1
KCNC4	532510	400	38	100085811	32005029	0	53	21	0	1	33	53002488	9.992096e-01	1
TNKS1BP1	929334	250	-20	247898784	78216054	0	177	58	0	0	58	78216054	9.992101e-01	1
FAM83C	1290513	170	45	104945757	35618835	0	91	34	0	2	64	70489986	9.992105e-01	1
C8orf38	409865	395	57	50510208	14039844	0	17	6	0	5	122	205862328	9.992105e-01	1
PPME1	628196	280	38	60084717	15618288	0	18	8	0	3	53	105797286	9.992112e-01	1
TUBB2B	451139	453	37	65941575	18172875	0	28	9	0	0	9	18172875	9.992113e-01	1
GPR61	1056159	272	37	63158529	21329763	0	43	21	0	9	177	189745584	9.992127e-01	1
FXYD6	473498	601	41	15950592	3738420	0	4	2	0	17	444	492142224	9.992160e-01	1
CEP120	173569	467	12	150201408	39274179	0	63	20	0	14	232	398079423	9.992172e-01	1
SLC16A10	362574	424	28	75142242	22555134	0	34	9	0	4	189	304203543	9.992175e-01	1
PEAR1	1362027	244	38	156349032	43157982	0	130	40	0	1	60	63241605	9.992180e-01	1
RNF24	683635	170	33	26812779	6459159	0	6	0	0	1	9	21267456	9.992193e-01	1
FAM108C1	334777	313	7	47415627	14766759	0	18	7	0	12	193	319510296	9.992211e-01	1
IFIT1B	253827	213	17	70697676	18463641	0	32	13	0	8	98	154500591	9.992213e-01	1
TCEAL1	490345	NaN	31	24050502	6106086	0	11	3	0	0	3	6106086	9.992262e-01	1
PTDSS2	2206786	344	58	73522260	20436696	0	37	13	0	9	135	195145524	9.992264e-01	1
SNRPB2	76240	856	-21	34974996	8764518	0	6	2	0	0	2	8764518	9.992273e-01	1
PEBP1	637549	608	17	28058919	7829913	0	1	0	0	0	0	7829913	9.992284e-01	1
APEH	1551582	271	48	111114150	31132731	0	46	15	0	1	23	48225618	9.992297e-01	1
C20orf108	254679	672	-43	27290466	9408357	0	10	6	0	3	44	57343209	9.992299e-01	1
DRAP1	3779084	287	42	31568880	8432214	0	17	6	0	0	6	8432214	9.992302e-01	1
BMPER	20466	507	-17	104841912	26875086	0	129	32	0	0	32	26875086	9.992330e-01	1
COL9A1	126322	633	5	142080729	44092587	0	174	58	0	7	148	118154841	9.992356e-01	1
LHFPL3	324628	895	5	34621923	10176810	0	39	15	0	0	15	10176810	9.992364e-01	1
APLP1	1060028	321	47	96617388	29242752	0	86	25	0	5	146	146546064	9.992391e-01	1
ALX4	301098	575	9	59752413	18006723	0	76	26	0	0	26	18006723	9.992396e-01	1
FCF1	886320	184	43	31776570	7414533	0	9	4	0	19	270	402752448	9.992434e-01	1
ALOXE3	1455014	202	31	124842459	36657285	0	75	20	0	7	119	169080429	9.992445e-01	1
GSDMB	1602321	292	18	63636216	17051349	0	46	19	0	2	34	36491133	9.992465e-01	1
NTRK1	1505782	208	45	127916271	38131884	0	138	43	0	2	72	68413086	9.992472e-01	1
CDK10	1090549	219	38	57633975	16012899	0	1	0	0	0	0	16012899	9.992486e-01	1
DNMBP	1100254	221	32	232550493	66398493	0	125	36	0	0	36	66398493	9.992490e-01	1
APOLD1	767161	129	35	39066489	14081382	0	15	8	0	1	34	54601701	9.992505e-01	1
TRAK2	511735	479	26	136223871	38298036	0	61	17	0	2	58	103512696	9.992507e-01	1
HTRA2	1019591	315	50	64404669	23136666	0	39	17	0	0	17	23136666	9.992521e-01	1
KIAA2026	349735	317	26	303352014	91674366	0	71	27	0	0	27	91674366	9.992561e-01	1
MELK	394473	231	38	100708881	25400487	0	49	10	0	2	69	116971008	9.992561e-01	1
RASSF8	143649	396	4	65006970	17175963	0	28	12	0	9	159	210743043	9.992566e-01	1
TMPRSS11E	108503	748	7	64487745	17134425	0	46	11	0	1	41	48371001	9.992572e-01	1
TMEM189-UBE2V1	571130	136	58	55619382	15472905	0	25	10	0	20	299	435712851	9.992575e-01	1
ATP1B2	2069567	213	34	44881809	11007570	0	27	8	0	2	31	36158829	9.992576e-01	1
AP3S2	952242	212	33	29658132	7850682	0	8	5	0	3	59	95433555	9.992580e-01	1
LMBRD1	42273	983	-2	83200614	21662067	0	65	18	0	0	18	21662067	9.992581e-01	1
NAA11	103025	821	-5	34227312	9013746	0	49	16	0	0	16	9013746	9.992584e-01	1
NFRKB	635581	248	-3	193940922	59710875	0	110	36	0	10	229	345430008	9.992590e-01	1
C2orf55	493189	692	29	137386935	44861040	0	115	46	0	2	72	81206790	9.992597e-01	1
NLGN2	1906324	206	33	118590990	39294948	0	70	28	0	8	123	200587002	9.992599e-01	1
GRM5	158962	944	-23	176951880	51777117	0	227	57	0	8	218	180690300	9.992620e-01	1
TOMM34	952219	282	32	46667943	12772935	0	21	9	0	8	209	289644474	9.992630e-01	1
PPP1R16A	1755818	291	7	76990683	24133578	0	44	20	0	2	51	70531524	9.992633e-01	1
FCN2	229567	450	26	47187168	13375236	0	56	22	0	1	28	21433608	9.992661e-01	1
PHOSPHO1	763613	346	27	44175663	14019075	0	14	6	0	2	25	44424891	9.992674e-01	1
ZMYND11	223637	625	3	95371248	22015140	0	49	16	0	10	138	207503079	9.992682e-01	1
POU5F1B	NaN	NaN	NaN	51091740	16199820	0	34	16	0	2	57	66170034	9.992683e-01	1
HDGFRP3	299178	679	24	31610418	7767606	0	13	6	0	6	98	124655538	9.992712e-01	1
NR2F6	865138	212	38	57280902	19169787	0	21	8	0	2	34	62161617	9.992715e-01	1
DNAJA4	447425	371	54	67956168	17030580	0	25	12	0	8	148	236268144	9.992730e-01	1
EIF2B1	871640	315	40	46211025	12980625	0	22	9	0	5	93	113149512	9.992730e-01	1
YARS	1339617	195	26	79877574	21994371	0	31	8	0	5	124	254856399	9.992749e-01	1
CHP2	517081	598	33	30260433	8058372	0	28	9	0	0	9	8058372	9.992753e-01	1
LRRC32	269123	379	26	92048208	32378871	0	85	34	0	1	48	46044873	9.992758e-01	1
CHAF1B	289668	352	52	84176757	23738967	0	36	11	0	0	11	23738967	9.992760e-01	1
ABCA6	240031	493	-39	248708775	63200067	0	188	43	0	1	57	76866069	9.992768e-01	1
AZI1	1748003	243	28	160897443	47394858	0	89	28	0	3	68	111487992	9.992771e-01	1
MTHFR	530804	196	39	98133525	27415080	0	83	30	0	8	121	130740855	9.992771e-01	1
MAD2L1BP	1424296	166	44	47145630	14102151	0	12	4	0	3	69	138238464	9.992791e-01	1
SEPP1	343552	626	-12	61725468	16532124	0	39	12	0	2	27	32898096	9.992791e-01	1
C9orf21	322237	430	26	33874239	9927582	0	3	2	0	2	39	105091140	9.992794e-01	1
GPR158	43942	814	-21	178322634	51590196	0	262	74	0	0	74	51590196	9.992798e-01	1
DCK	267678	690	22	40769547	9512202	0	26	7	0	1	21	23178204	9.992819e-01	1
BCL2	207116	522	60	35348838	11817561	0	199	73	0	0	73	11817561	9.992842e-01	1
FAM25B	NaN	NaN	NaN	41309541	11402181	0	1	0	0	0	0	11402181	9.992849e-01	1
GIMAP2	682986	689	20	50572515	13105239	0	40	11	0	0	11	13105239	9.992853e-01	1
SKIV2L	2314693	203	34	183452577	56616294	0	79	28	0	2	51	104904219	9.992858e-01	1
PIGV	1022828	188	30	70593831	22492827	0	29	17	0	9	113	208956909	9.992858e-01	1
CMTM1	777342	214	9	41828766	12689859	0	10	7	0	5	63	127334739	9.992867e-01	1
R3HDM2	1862761	172	55	147667590	40312629	0	71	24	0	4	56	95495862	9.992873e-01	1
SLC38A5	726793	NaN	2	71569974	20519772	0	38	15	0	15	240	354028374	9.992883e-01	1
STXBP1	1015071	168	40	97219689	25712022	0	49	16	0	1	26	44881809	9.992895e-01	1
SLC13A5	800049	424	7	84155988	25068183	0	55	20	0	21	400	457229535	9.992896e-01	1
TXNDC3	103411	646	13	92505126	21578991	0	127	34	0	0	34	21578991	9.992898e-01	1
CABP7	848649	195	37	32794251	8702211	0	19	9	0	3	52	60417021	9.992899e-01	1
KIAA0317	900799	207	42	124551693	33957315	0	79	23	0	7	154	217679889	9.992920e-01	1
APOA5	419339	326	36	53895555	15701364	0	53	20	0	1	39	32378871	9.992922e-01	1
FBXO10	511883	338	34	140543823	40831854	0	78	27	0	2	37	62099310	9.992930e-01	1
CD177	345698	182	-48	64820049	19169787	0	11	4	0	0	4	19169787	9.992936e-01	1
THEG	901402	578	-17	56678601	16220589	0	74	21	0	5	236	150284484	9.992941e-01	1
ZNF33B	204176	890	-35	118944063	27664308	0	83	22	0	0	22	27664308	9.992947e-01	1
GMDS	160107	647	20	57052443	15161370	0	33	15	0	1	25	31651956	9.992949e-01	1
SERPINA7	23303	NaN	21	61767006	16989042	0	84	26	0	2	78	50655591	9.992952e-01	1
PLXNA3	2220716	NaN	41	274586949	83304459	0	164	58	0	1	84	136057719	9.992962e-01	1
KIF4A	243320	NaN	45	189517125	48433308	0	102	26	0	1	103	170098110	9.992965e-01	1
TBC1D19	116288	735	17	82681389	20810538	0	38	17	0	20	354	487759965	9.992990e-01	1
UBE2V2	890573	464	31	22430520	5732244	0	11	4	0	2	27	31651956	9.993026e-01	1
UPB1	546252	171	51	58319352	15888285	0	47	16	0	2	45	46501791	9.993034e-01	1
TP53BP2	609494	361	4	170035803	46356408	0	109	33	0	1	56	81539094	9.993043e-01	1
B3GNT2	316454	412	38	58880115	15763671	0	38	11	0	1	36	43760283	9.993044e-01	1
ZNF546	1181917	521	22	126794745	30904272	0	59	16	0	18	264	429066771	9.993047e-01	1
GPR39	46530	849	3	65339274	19772088	0	61	24	0	3	66	53937093	9.993052e-01	1
KIAA1328	99312	893	-1	87375183	23032821	0	42	12	0	1	28	47602548	9.993065e-01	1
SCGB1C1	1003496	437	11	14642145	4049955	0	27	8	0	0	8	4049955	9.993067e-01	1
SH3BGRL	137219	NaN	-22	17736726	4506873	0	7	4	0	17	337	345700005	9.993076e-01	1
KIAA0100	1651143	225	31	333093222	94457412	0	174	54	0	2	64	119795592	9.993076e-01	1
KIF1C	1399774	343	26	162683577	48910995	0	75	22	0	5	70	137615394	9.993082e-01	1
GPR144	NaN	NaN	NaN	138425385	46439484	0	68	23	0	1	36	69617688	9.993101e-01	1
UNG	595266	487	20	51922500	14808297	0	21	10	0	2	30	47810238	9.993126e-01	1
ELOVL2	270200	422	22	45816414	11443719	0	36	12	0	1	26	25109721	9.993149e-01	1
GBGT1	1875784	397	51	51195585	15099063	0	30	11	0	0	11	15099063	9.993160e-01	1
NFS1	1423559	169	53	68745390	20104392	0	34	12	0	15	223	317516472	9.993172e-01	1
GKAP1	468451	384	5	57675513	13666002	0	29	13	0	4	64	87707487	9.993219e-01	1
OR5H15	200002	811	-15	45442572	13126008	0	96	25	0	3	114	52379418	9.993224e-01	1
PXT1	968861	146	41	21184380	4797639	0	3	1	0	3	77	124074006	9.993225e-01	1
PWWP2B	152612	271	-1	83761377	28328916	0	52	24	0	4	130	170575797	9.993226e-01	1
SLC10A2	199120	713	24	51507120	14974449	0	90	25	0	0	25	14974449	9.993235e-01	1
CCDC154	NaN	NaN	NaN	99088899	29886591	0	35	11	0	1	24	53064795	9.993244e-01	1
RNF10	1583841	209	40	122578638	33188862	0	69	22	0	14	280	427426020	9.993245e-01	1
TSPAN17	579630	359	40	50323287	13915230	0	27	13	0	3	62	78548358	9.993263e-01	1
CCDC140	235091	682	12	23614353	7040691	0	28	9	0	0	9	7040691	9.993284e-01	1
PCDHGA11	NaN	NaN	NaN	137096169	43531824	0	110	40	0	2	81	93502038	9.993286e-01	1
PIK3R4	198723	430	17	203536200	55224771	0	117	31	0	2	52	88849782	9.993289e-01	1
C5orf38	18983	986	-29	20000547	6729156	0	13	8	0	16	497	356894496	9.993290e-01	1
ACOX3	138504	332	47	105236523	30031974	0	71	22	0	0	22	30031974	9.993309e-01	1
CARD8	1052191	391	32	81954474	21475146	0	35	10	0	1	21	37280355	9.993321e-01	1
ZGLP1	1802015	191	21	39087258	12502938	0	19	10	0	10	266	341400822	9.993339e-01	1
PLD4	855494	247	41	74166099	22970514	0	35	14	0	1	60	95101251	9.993342e-01	1
TPD52L2	1140529	206	40	35016534	9969120	0	16	5	0	0	5	9969120	9.993364e-01	1
TOX2	639806	396	14	80334492	24652803	0	86	30	0	1	38	32129643	9.993384e-01	1
ASTN2	63839	937	-17	201500838	58880115	0	242	74	0	0	74	58880115	9.993388e-01	1
CCNB3	45831	NaN	1	208811526	54871698	0	182	43	0	0	43	54871698	9.993390e-01	1
CCDC24	875223	214	39	45504879	14060613	0	15	8	0	23	355	551250798	9.993418e-01	1
MBD3L5	NaN	NaN	NaN	29824284	9616047	0	5	3	0	1	16	32794251	9.993420e-01	1
RDH13	1125216	432	-26	48516384	15036756	0	29	9	0	2	60	73169187	9.993422e-01	1
DNAL4	1291659	272	73	16282896	4029186	0	3	3	0	33	399	589216530	9.993432e-01	1
FAM19A5	11714	952	-88	24195885	7206843	0	16	6	0	0	6	7206843	9.993434e-01	1
FAM114A2	171379	592	5	76782993	21038997	0	32	11	0	0	11	21038997	9.993440e-01	1
VPS24	617233	424	18	34725768	8203755	0	10	6	0	5	61	86336733	9.993441e-01	1
ZAP70	358719	582	36	93148965	25732791	0	96	35	0	1	51	44674119	9.993445e-01	1
ACBD6	543108	445	12	43116444	11526795	0	19	6	0	0	6	11526795	9.993449e-01	1
FAM159A	663153	261	19	28515837	7933758	0	21	12	0	1	14	13188315	9.993489e-01	1
C7orf45	414437	266	34	37591890	8826825	0	28	8	0	0	8	8826825	9.993505e-01	1
C22orf46	NaN	NaN	NaN	35348838	10633728	0	8	2	0	1	15	33811932	9.993508e-01	1
OR51E1	212267	935	-3	45172575	14704452	0	66	22	0	1	53	29928129	9.993509e-01	1
SSPN	157088	383	25	35328069	10903725	0	12	9	0	4	74	116057172	9.993515e-01	1
C10orf47	370730	134	19	61060860	21184380	0	29	13	0	1	49	71881509	9.993515e-01	1
LUZP2	1913	1282	-32	54144783	13458312	0	74	19	0	3	94	56678601	9.993515e-01	1
TPM3	2028928	185	35	63802368	15639057	0	21	6	0	3	31	56013993	9.993536e-01	1
NPR3	477035	487	-15	79566039	23302818	0	54	17	0	1	24	28266609	9.993541e-01	1
STARD10	529647	207	50	43884897	11942175	0	34	11	0	0	11	11942175	9.993549e-01	1
DNAH8	229301	845	25	686373912	175269591	0	595	134	0	0	134	175269591	9.993553e-01	1
LATS2	446900	192	41	157969014	47083323	0	112	40	0	4	103	123492474	9.993561e-01	1
ZDHHC19	1042183	210	51	45816414	13873692	0	23	18	0	4	78	93190503	9.993562e-01	1
SEPW1	812020	262	36	14081382	3613806	0	2	2	0	4	106	153192144	9.993570e-01	1
HOMER3	1390116	198	20	53667096	16241358	0	27	10	0	2	36	50946357	9.993590e-01	1
EPOR	1385739	197	31	73273032	23614353	0	26	9	0	0	9	23614353	9.993613e-01	1
BFSP1	552334	239	-23	97676607	28931217	0	52	17	0	0	17	28931217	9.993616e-01	1
SEC11A	341258	214	52	27435849	7456071	0	1	0	0	0	0	7456071	9.993627e-01	1
HAND2	251136	719	-10	31610418	9387588	0	27	15	0	2	61	47851776	9.993633e-01	1
DENND3	360825	204	51	180129537	49471758	0	137	35	0	1	43	59523954	9.993642e-01	1
GOLGA1	1116965	142	30	118840218	29699670	0	57	18	0	18	224	374340456	9.993644e-01	1
HIST2H2AB	798975	560	17	18255951	6355314	0	24	18	0	1	27	13292160	9.993646e-01	1
CXCL2	199590	368	13	15909054	5026098	0	4	2	0	4	138	158280549	9.993648e-01	1
POLR2J2	NaN	NaN	NaN	17757495	4922253	0	2	0	0	1	13	28100457	9.993671e-01	1
SCN3B	681725	451	6	33043479	8826825	0	43	18	0	1	32	19979778	9.993673e-01	1
SDCBP	200469	608	11	45733338	12336786	0	19	7	0	0	7	12336786	9.993681e-01	1
ZC3HAV1	553735	243	29	135040038	36864975	0	87	30	0	3	52	69679995	9.993696e-01	1
ITGA2B	1062294	172	38	154999047	46751019	0	85	28	0	0	28	46751019	9.993714e-01	1
PBX1	61567	624	-24	64944663	17612112	0	1	0	0	0	0	17612112	9.993721e-01	1
SP6	1071489	214	29	53459406	17259039	0	40	18	0	1	26	31174269	9.993735e-01	1
C3orf14	213716	935	-3	20062854	5046867	0	11	3	0	1	27	25504332	9.993739e-01	1
FCHSD1	771583	353	25	103055778	30966579	0	44	15	0	10	206	353633763	9.993744e-01	1
PER2	349323	252	28	187855605	52400187	0	109	33	0	7	250	399304794	9.993792e-01	1
HBQ1	1267639	220	36	20332851	7019922	0	11	9	0	1	12	13707540	9.993797e-01	1
SRP9	927421	168	9	19024404	4839177	0	7	2	0	14	193	222435990	9.993803e-01	1
BLVRB	1010633	202	34	30031974	9657585	0	9	5	0	31	468	662551869	9.993812e-01	1
FA2H	612822	173	27	55370154	15971361	0	22	11	0	2	52	91009758	9.993826e-01	1
SARS	1000045	287	32	78153747	20727462	0	44	13	0	2	128	167065836	9.993839e-01	1
CEP78	249135	554	-32	109099557	29782746	0	43	14	0	0	14	29782746	9.993841e-01	1
TMEM102	1906324	206	33	70344603	25296642	0	25	9	0	2	27	52794798	9.993841e-01	1
CLN8	100540	544	-13	41641845	12253710	0	30	10	0	15	545	505060542	9.993842e-01	1
C2orf48	881918	220	41	23863581	6791463	0	10	6	0	2	65	82868310	9.993846e-01	1
TBCB	978272	326	6	36740361	10301424	0	19	7	0	14	205	232633569	9.993853e-01	1
BCMO1	302391	288	1	83117538	21807450	0	51	20	0	3	53	73833795	9.993859e-01	1
FNBP1L	621313	224	2	96202008	22181292	0	41	7	0	1	30	57363978	9.993884e-01	1
TMEM27	170317	NaN	28	34019622	8909901	0	16	7	0	6	127	145403769	9.993902e-01	1
ZSWIM4	754888	241	31	142599954	45442572	0	94	27	0	1	36	54580932	9.993905e-01	1
E2F5	99174	1450	3	52504032	14226765	0	23	9	0	0	9	14226765	9.993917e-01	1
TTC18	838780	249	45	171261174	45193344	0	91	30	0	6	92	154002135	9.993919e-01	1
ZNF436	1032187	163	25	71320746	17466729	0	53	17	0	5	237	262977078	9.993921e-01	1
CHRM5	409900	384	2	77156835	22721286	0	46	19	0	4	85	102266556	9.993924e-01	1
CALHM1	542721	170	51	49284837	15825978	0	36	18	0	2	45	46501791	9.993924e-01	1
INF2	651235	241	21	182808738	58319352	0	17	7	0	0	7	58319352	9.993928e-01	1
HMGB2	249666	413	23	32877327	7372995	0	28	7	0	0	7	7372995	9.993936e-01	1
KLHL13	57664	NaN	-2	110594925	29159676	0	105	26	0	3	81	80791410	9.993949e-01	1
SPTLC3	64005	571	-59	83532918	22575903	0	77	23	0	2	75	73086111	9.993957e-01	1
CNKSR1	896535	217	30	106648815	31921953	0	83	28	0	1	49	51216354	9.993959e-01	1
SPINK4	856503	167	38	13666002	3593037	0	11	4	0	0	4	3593037	9.993967e-01	1
RIOK1	789838	250	17	89784387	20561310	0	45	13	0	1	22	33791163	9.993973e-01	1
SOHLH2	81451	880	-44	64757742	17487498	0	78	21	0	0	21	17487498	9.993980e-01	1
NUB1	604407	282	42	92442819	23572815	0	36	17	0	4	59	103429620	9.993992e-01	1
LOC81691	244139	580	32	117365619	32233488	0	40	12	0	1	17	39834942	9.993993e-01	1
MOGAT1	251851	308	19	50780205	13520619	0	27	10	0	11	209	267546258	9.993994e-01	1
ARFGAP2	1206881	273	24	79877574	21558222	0	42	14	0	1	27	35784987	9.993995e-01	1
ZNF484	599194	463	39	129764712	30675813	0	58	13	0	6	115	209060754	9.993997e-01	1
ZBTB20	86308	644	10	107915724	31527342	0	129	52	0	2	114	82639851	9.994000e-01	1
USP34	841742	471	34	547242381	135580032	0	299	66	0	10	202	342792345	9.994003e-01	1
MRGPRX3	631291	436	20	45774876	14849835	0	64	20	0	1	48	29803515	9.994006e-01	1
SLC30A2	748547	221	31	55370154	16095975	0	31	7	0	1	35	47436396	9.994022e-01	1
DEF8	1056657	221	35	81372942	22368213	0	32	14	0	14	113	203681583	9.994048e-01	1
KLHL31	306333	404	20	92567433	26625858	0	58	28	0	2	64	77551446	9.994052e-01	1
PLEKHG4	1201743	142	56	173441919	54352473	0	99	30	0	4	87	135933105	9.994053e-01	1
PLAA	116221	568	-17	119899437	32316564	0	41	13	0	0	13	32316564	9.994059e-01	1
TMEM200C	269994	959	-10	85838277	30675813	0	57	21	0	1	35	44341815	9.994066e-01	1
CFC1	NaN	NaN	NaN	66336186	20145930	0	15	4	0	1	17	43324134	9.994074e-01	1
HIST1H2AB	408919	685	43	18318258	6293007	0	19	8	0	0	8	6293007	9.994088e-01	1
RNF2	346010	458	-1	51714810	12772935	0	32	8	0	1	14	18879021	9.994094e-01	1
GPR26	208204	808	17	47540241	16262127	0	59	21	0	0	21	16262127	9.994100e-01	1
GRIK1	71816	904	-14	146338374	39398793	0	116	39	0	10	207	234149706	9.994135e-01	1
PDGFC	39685	595	-24	51880962	14039844	0	49	13	0	1	30	28058919	9.994137e-01	1
PMVK	1695232	224	37	28972755	8099910	0	23	8	0	0	8	8099910	9.994141e-01	1
UBE2Z	775532	169	29	52607877	15369060	0	13	6	0	1	29	64446207	9.994149e-01	1
ZNF619	195638	546	22	93294348	24652803	0	36	10	0	2	33	58527042	9.994150e-01	1
GAGE12D	NaN	NaN	NaN	113814120	26438937	0	5	1	0	0	1	26438937	9.994162e-01	1
CD163L1	931883	567	13	217929117	58713963	0	287	92	0	4	148	114374883	9.994167e-01	1
ZNF322B	308580	548	17	61040091	14289072	0	15	3	0	6	78	175705740	9.994172e-01	1
AIF1	2517285	220	35	32981172	8639904	0	11	5	0	7	49	76699917	9.994173e-01	1
WDR5	307164	368	38	52524801	13458312	0	15	6	0	23	248	435858234	9.994180e-01	1
JUP	1760409	175	35	109805703	33126555	0	77	33	0	2	59	70697676	9.994192e-01	1
DEFA3	132154	699	-1	14226765	4029186	0	6	2	0	0	2	4029186	9.994193e-01	1
LIMK2	667559	221	43	116389476	32275026	0	61	22	0	2	46	72629193	9.994197e-01	1
PAQR8	372545	431	33	50904819	15701364	0	37	12	0	0	12	15701364	9.994198e-01	1
HAUS6	500417	324	-17	146192991	36491133	0	55	16	0	3	44	85568280	9.994201e-01	1
RPL7	259225	340	19	38401881	9699123	0	15	8	0	27	452	616320075	9.994230e-01	1
TTYH3	769920	259	35	77551446	23635122	0	53	17	0	0	17	23635122	9.994233e-01	1
CACNG8	813774	360	-33	59669337	20893614	0	33	14	0	0	14	20893614	9.994251e-01	1
GSPT1	564730	294	51	96804309	25940481	0	37	13	0	2	27	53708634	9.994252e-01	1
PLSCR2	122649	611	-16	34912689	8639904	0	23	6	0	6	117	113253357	9.994254e-01	1
ARHGAP24	29589	739	13	119193291	30156588	0	63	17	0	0	17	30156588	9.994280e-01	1
ZNF622	203311	624	-20	72379965	18214413	0	46	15	0	0	15	18214413	9.994280e-01	1
SAC3D1	3267059	207	46	49450989	18089799	0	17	6	0	2	33	66315417	9.994280e-01	1
MOB2	859301	426	39	41891073	10945263	0	12	4	0	0	4	10945263	9.994301e-01	1
TPM1	431470	321	19	70095375	17259039	0	23	6	0	0	6	17259039	9.994320e-01	1
HEATR1	461836	603	0	325159464	86752113	0	178	50	0	1	77	135538494	9.994332e-01	1
FOXR2	89607	NaN	10	46543329	11776023	0	53	15	0	1	42	32233488	9.994344e-01	1
